,idade,tipo_assinatura,plano_pagamento,num_pausas_assinatura,metodo_pagamento,chamados_suporte,horas_semanais,tempo_medio_sessao,taxa_skip_musica,musicas_tocadas_semana,musicas_unicas_semana,num_artistas_favoritos,num_amigos_plataforma,num_playlists_criadas,num_playlists_compartilhadas,notificacoes_clicadas
653,21,estudante,mensal,1,debito,muito frequente,4.792624652,0.460991835,0.18,66,40,3,96,19,10,167
654,27,premium,anual,2,debito,nenhum,16.78483823,2.61919246,0.44,216,112,6,70,15,5,22
655,60,familia premium,mensal,1,debito,poucos,10.73525374,0.92490396,0.4,137,97,7,73,12,6,0
656,53,basico,mensal,2,venmo,alguns,1.314940682,0.585630661,0.06,23,16,1,60,7,2,15
657,28,premium,anual,1,venmo,nenhum,6.274145074,0.437928164,0.61,120,77,6,100,16,4,72
658,28,premium,mensal,2,credito,nenhum,30.24585392,0.332176918,0.53,402,223,4,83,11,6,47
659,31,basico,mensal,2,venmo,muitos,1.074959406,0.963798995,0.05,15,9,1,93,13,13,194
660,86,familia premium,mensal,2,debito,nenhum,3.878616851,0.942186327,0.53,54,51,2,24,8,2,1
661,53,familia premium,anual,1,venmo,muito frequente,9.823805364,1.11348237,0.03,174,160,7,54,8,8,0
662,47,premium,anual,0,credito,poucos,3.557765387,0.898928639,0.35,65,55,7,51,15,5,93
663,36,familia premium,anual,2,venmo,muitos,14.22578497,1.568207775,0.37,193,119,3,71,8,3,2
664,73,premium,mensal,2,credito,poucos,28.76674709,3.972866907,0.5,484,325,7,30,10,10,89
665,73,premium,anual,1,credito,muito frequente,21.47606291,1.651470021,0.47,273,159,5,40,12,12,19
666,30,familia premium,mensal,1,credito,nenhum,18.78236142,2.032151348,0.33,359,191,8,76,8,8,2
667,60,basico,anual,2,credito,poucos,6.490965583,0.744224427,0.69,93,50,3,48,3,3,15
668,37,familia premium,anual,1,credito,alguns,13.92426705,1.663745292,0.18,185,142,4,77,8,2,2
669,85,basico,anual,1,credito,nenhum,26.03524879,0.994743005,0.29,368,356,8,26,9,3,29
670,20,familia premium,anual,0,credito,alguns,15.61235533,0.738413886,0.76,298,184,9,104,6,6,0
671,42,basico,anual,0,debito,nenhum,21.636556,1.192117787,0.11,378,304,6,82,10,3,82
672,44,familia premium,mensal,1,credito,nenhum,18.02779675,0.54166654,0.57,356,308,8,78,6,2,1
673,59,familia premium,anual,1,credito,nenhum,18.8392215,1.749576475,0.22,263,166,5,46,11,4,0
674,69,basico,anual,0,credito,alguns,14.16282498,1.683022498,0.42,219,138,8,33,6,2,23
675,44,estudante,anual,0,credito,poucos,8.916955806,1.722490824,0.08,121,106,5,75,10,10,67
676,27,familia premium,anual,2,debito,muitos,4.439831129,0.718399347,0.4,75,58,5,85,20,5,2
677,86,basico,mensal,0,debito,poucos,14.63758377,1.397618666,0.27,250,219,6,25,12,6,69
678,24,estudante,anual,0,credito,poucos,7.882098587,0.938583395,0.04,96,86,5,103,19,5,251
679,64,basico,anual,0,credito,muitos,17.05288797,2.051206758,0.75,308,194,9,68,19,19,115
680,35,premium,anual,2,venmo,muito frequente,30.02651649,0.183469985,0.52,441,263,4,74,15,4,48
681,48,basico,anual,1,credito,muito frequente,10.57274348,1.311210462,0.56,155,83,4,52,12,3,209
682,57,premium,anual,2,debito,alguns,16.38286762,2.6950182,0.4,270,200,4,56,13,13,41
683,25,premium,mensal,1,venmo,nenhum,10.77511249,1.399088133,0.93,147,82,4,82,6,2,46
684,37,familia premium,mensal,1,debito,muito frequente,26.26479495,0.101488696,0.14,372,192,5,79,10,10,1
685,35,premium,anual,0,credito,muitos,30.50210017,0.714372833,0.22,488,266,9,93,20,5,73
686,41,basico,anual,2,credito,alguns,20.24430786,1.37847454,0.42,357,225,4,85,8,2,146
687,40,premium,anual,1,venmo,alguns,28.79715609,1.467307996,0.92,372,280,5,78,8,3,59
688,66,familia premium,anual,1,credito,poucos,24.3146978,2.51825179,0.49,328,168,5,63,17,17,1
689,81,premium,anual,0,credito,poucos,2.149638193,1.230826875,0.31,35,28,4,26,11,4,34
690,31,premium,mensal,1,credito,poucos,20.08599029,2.776603389,0.19,270,235,5,97,8,2,97
691,19,estudante,anual,1,debito,poucos,24.3303392,2.588911845,0.09,323,239,8,90,10,3,85
692,58,familia premium,anual,1,debito,poucos,9.982568743,0.576573156,0.1,157,99,4,46,7,2,2
693,47,familia premium,anual,1,debito,muito frequente,4.825208011,1.21102629,0.3,95,82,4,49,21,21,1
694,22,estudante,mensal,0,venmo,nenhum,8.464362373,1.527378699,0.16,120,89,5,99,11,11,90
695,55,familia premium,anual,1,credito,muitos,11.50438174,0.238024182,0.23,160,100,7,58,19,5,2
696,37,estudante,anual,0,credito,muito frequente,30.75099907,1.839188079,0.24,455,326,6,74,6,6,41
697,53,basico,mensal,2,venmo,poucos,0.699776544,0.12698463,0.09,9,6,1,69,14,4,243
698,43,familia premium,mensal,0,credito,muitos,8.392581858,0.836545851,0.65,145,110,8,72,8,2,2
699,61,estudante,anual,1,venmo,muito frequente,23.30686845,0.439189481,0.2,372,202,5,53,21,11,50
700,51,familia premium,anual,2,debito,alguns,29.30125496,1.783612856,0.38,358,210,4,75,14,4,0
701,80,familia premium,mensal,1,debito,poucos,3.874928063,0.11991871,0.95,48,25,3,42,20,5,0
702,43,familia premium,mensal,0,venmo,poucos,18.53448348,0.799603855,0.79,230,141,8,63,10,3,1
703,64,familia premium,mensal,2,credito,poucos,24.90485576,3.864207586,0.49,318,219,4,56,11,6,1
704,26,premium,mensal,2,venmo,muito frequente,12.20397906,2.39898419,0.58,158,89,6,79,11,6,223
705,54,premium,anual,0,credito,nenhum,16.73489703,0.676385902,0.16,324,176,6,69,20,20,98
706,33,premium,anual,1,debito,poucos,3.373460447,0.245083358,0.33,57,29,5,93,8,4,73
707,21,basico,anual,2,credito,nenhum,17.46190052,2.634741155,0.94,211,120,6,99,21,7,66
708,71,premium,anual,2,credito,nenhum,4.703947241,0.828011902,0.45,62,38,2,55,9,2,199
709,24,estudante,mensal,1,credito,muito frequente,24.31941349,1.732263852,0.11,325,220,5,80,15,5,62
710,82,familia premium,anual,1,debito,nenhum,30.90704163,0.802903892,0.48,421,271,8,19,11,11,1
711,75,familia premium,anual,1,credito,alguns,30.81379292,0.037082049,0.42,480,332,8,41,8,8,2
712,35,familia premium,anual,2,venmo,nenhum,29.77466152,1.736507873,0.47,467,239,4,84,14,4,2
713,24,estudante,anual,0,debito,nenhum,19.7056432,0.003187196,0.11,259,217,6,108,11,4,179
714,85,familia premium,anual,0,venmo,muitos,15.66794584,2.130206898,0.18,227,154,5,35,12,12,1
715,33,familia premium,anual,1,credito,muito frequente,22.61627369,2.265978799,0.11,367,291,5,69,6,3,0
716,49,familia premium,anual,0,venmo,nenhum,29.86856093,3.047449759,0.37,362,271,6,66,8,2,2
717,69,familia premium,anual,0,debito,nenhum,5.637502837,0.550232526,0.45,105,81,5,40,18,6,1
718,54,basico,mensal,1,venmo,muito frequente,24.12239442,2.844418523,1.0,355,256,5,60,15,5,34
719,52,estudante,mensal,0,debito,muitos,5.828017856,0.418706226,0.49,77,55,7,62,3,1,79
720,81,basico,mensal,1,credito,muito frequente,21.03863118,2.192586531,0.11,287,181,8,41,8,4,66
721,31,premium,anual,0,credito,muitos,15.89063221,2.313115307,0.33,276,140,9,84,8,2,128
722,72,familia premium,anual,2,debito,poucos,4.746463322,0.262708564,0.04,62,40,4,42,14,14,1
723,59,familia premium,anual,1,debito,nenhum,2.642165614,0.970437155,0.11,40,32,3,41,9,9,2
724,84,familia premium,anual,0,venmo,muitos,7.357194498,1.07383285,0.15,94,78,7,39,14,4,0
725,51,basico,mensal,0,credito,nenhum,12.11130429,0.978815623,0.2,194,127,8,55,14,4,116
726,59,basico,anual,2,credito,nenhum,12.33125604,1.353401186,0.48,228,219,6,44,12,12,52
727,31,familia premium,anual,1,credito,muito frequente,16.22968193,1.954137753,0.33,219,150,7,84,13,13,2
728,45,familia premium,anual,1,venmo,poucos,21.80766093,0.02289042,0.01,339,187,8,71,8,2,0
729,61,basico,anual,2,debito,muitos,29.11755463,0.025314365,0.27,526,381,4,51,13,13,38
730,28,basico,anual,0,venmo,poucos,4.317678622,0.324773301,0.53,69,36,4,74,9,2,61
731,42,familia premium,anual,1,credito,muito frequente,30.90782599,4.073164886,0.04,511,438,8,70,15,4,1
732,25,basico,anual,2,venmo,poucos,23.07502236,0.460560704,0.66,386,258,7,75,14,5,98
733,60,familia premium,anual,0,venmo,muito frequente,21.90081113,1.773721693,0.32,329,223,9,48,10,10,2
734,83,familia premium,anual,2,credito,alguns,29.21159788,2.419565649,0.29,581,519,4,40,17,6,1
735,69,basico,anual,0,venmo,alguns,22.59701165,1.003688065,0.38,272,207,9,55,13,13,81
736,65,premium,anual,0,credito,poucos,20.91087032,0.794971059,0.99,394,206,9,35,13,3,40
737,56,basico,anual,0,credito,nenhum,8.816305636,1.04556652,0.32,143,127,8,74,12,4,180
738,79,familia premium,anual,2,venmo,poucos,23.38016426,1.465545606,0.22,422,233,7,50,6,3,1
739,37,familia premium,anual,0,credito,muito frequente,30.67934048,2.130111445,0.59,562,297,6,79,19,5,1
740,52,familia premium,mensal,0,credito,nenhum,5.998719088,1.100244444,0.4,76,73,4,53,20,20,1
741,64,premium,mensal,1,credito,nenhum,9.700548479,1.420458825,0.12,148,136,7,41,10,3,49
742,26,premium,anual,2,credito,alguns,17.78008042,1.412227378,0.66,281,156,4,91,11,11,82
743,18,basico,anual,0,debito,alguns,11.62208817,0.70015677,0.18,198,107,8,92,5,5,62
744,83,familia premium,mensal,2,credito,nenhum,13.4954152,1.620023645,0.93,201,146,3,27,13,13,0
745,69,familia premium,anual,0,credito,muito frequente,1.904147294,0.956261773,0.38,33,26,4,64,8,2,2
746,72,familia premium,anual,1,credito,alguns,4.418596958,0.352025612,0.13,66,33,6,50,19,5,1
747,51,premium,anual,0,debito,poucos,19.97942593,1.377975074,0.69,288,175,6,61,13,4,66
748,34,familia premium,anual,1,debito,muitos,11.67441458,2.547586622,0.13,199,101,4,69,9,9,0
749,50,familia premium,mensal,2,venmo,muito frequente,3.478251258,0.620157636,0.69,63,52,4,79,7,4,2
750,29,estudante,anual,1,debito,poucos,14.59801635,0.730128215,0.72,215,130,4,90,14,14,253
751,79,familia premium,anual,1,debito,nenhum,20.63565807,2.927907931,0.74,304,173,8,40,6,6,0
752,66,basico,anual,0,credito,poucos,9.346708656,0.672346075,0.41,142,88,5,46,11,6,158
753,84,basico,anual,0,debito,nenhum,1.002902193,0.785646204,0.05,13,10,3,32,10,3,33
754,25,premium,anual,1,credito,alguns,0.244486492,0.878648187,0.23,4,3,1,91,15,4,51
755,81,familia premium,mensal,0,credito,poucos,14.4032567,2.508891506,0.4,234,208,8,30,7,7,1
756,33,basico,anual,0,venmo,alguns,18.98518067,3.409826731,0.2,303,155,9,65,9,9,42
757,60,familia premium,anual,2,venmo,muito frequente,6.795573458,0.586886347,0.38,131,82,3,39,13,13,0
758,80,familia premium,anual,0,venmo,muito frequente,17.87186498,2.366413453,0.16,329,175,9,43,11,11,1
759,30,familia premium,anual,2,debito,nenhum,18.3389754,2.094034119,0.0,247,126,6,96,11,11,1
760,23,premium,anual,1,debito,muito frequente,29.72817329,0.860200252,0.49,426,272,5,89,13,7,40
761,76,familia premium,anual,1,credito,muitos,10.48817827,1.218270408,0.07,126,78,6,41,10,10,1
762,74,familia premium,mensal,0,debito,poucos,9.98143561,1.008346227,0.19,131,87,8,36,11,11,1
763,39,familia premium,mensal,1,venmo,muitos,13.39132236,0.058407693,0.15,230,175,4,74,14,5,1
764,38,familia premium,anual,2,debito,poucos,25.68804904,1.981893588,0.22,416,396,4,72,4,2,1
765,63,basico,anual,1,debito,muitos,12.21082852,0.779022237,0.24,150,79,4,51,8,3,53
766,56,familia premium,anual,2,credito,alguns,0.948257867,1.075654361,0.66,12,7,1,53,13,3,2
767,53,familia premium,anual,2,credito,nenhum,22.24267501,3.541345125,0.33,272,159,7,61,20,5,0
768,77,familia premium,anual,0,venmo,muitos,13.24052456,2.645731686,0.96,181,106,8,34,14,4,1
769,42,familia premium,mensal,1,credito,muito frequente,12.87062503,1.827143379,0.39,158,81,4,60,14,14,1
770,37,familia premium,mensal,0,debito,muito frequente,17.69493136,1.358460209,0.13,227,189,5,71,15,5,1
771,76,familia premium,anual,2,venmo,muitos,8.459316668,1.806031365,0.0,148,107,3,28,10,3,0
772,33,premium,anual,1,venmo,poucos,28.22056015,0.194777238,0.26,407,341,8,69,18,9,171
773,34,familia premium,anual,2,debito,muito frequente,12.26376119,0.57304451,0.32,154,77,6,86,13,3,2
774,75,familia premium,anual,1,debito,muito frequente,0.703555694,0.671392008,0.8,10,6,2,38,15,4,2
775,38,familia premium,anual,0,credito,nenhum,16.31267705,2.443922889,0.06,240,131,8,70,9,9,0
776,71,basico,mensal,0,credito,alguns,21.20058557,3.431986538,0.66,320,230,9,59,15,8,131
777,70,premium,anual,1,debito,alguns,15.00922067,2.215814229,0.32,289,192,8,57,19,5,103
778,47,familia premium,anual,0,debito,nenhum,17.16666762,2.676714729,0.99,245,124,8,51,20,20,2
779,79,familia premium,anual,0,credito,alguns,11.88505759,2.04197124,0.07,174,91,8,28,15,8,2
780,81,basico,mensal,0,debito,muito frequente,4.276843685,0.043418136,0.83,72,41,7,27,10,10,35
781,31,premium,anual,1,credito,muito frequente,0.542350447,0.737093603,0.67,9,6,1,88,16,4,98
782,59,basico,anual,1,credito,poucos,21.32793639,3.184013067,0.09,369,343,8,62,7,4,58
783,65,premium,anual,1,credito,poucos,22.32312276,2.599409836,0.41,371,277,8,49,6,2,32
784,40,familia premium,anual,2,credito,nenhum,8.039632947,0.824879003,0.33,111,77,5,68,13,4,2
785,49,familia premium,anual,2,credito,nenhum,30.6565909,2.209145398,0.28,472,262,7,79,11,6,2
786,20,estudante,mensal,1,credito,muitos,12.31339874,0.285139607,0.44,190,150,4,88,4,2,85
787,51,premium,mensal,2,credito,poucos,22.35243889,3.308080003,0.26,317,275,4,73,18,6,82
788,69,familia premium,mensal,0,credito,muitos,21.65323008,1.085956705,0.48,400,378,9,43,11,11,0
789,38,premium,mensal,0,credito,alguns,8.331643668,0.7760018,0.9,123,77,7,88,19,10,167
790,58,familia premium,mensal,0,credito,muito frequente,15.00401455,1.27818817,0.27,244,239,6,70,9,2,1
791,68,familia premium,anual,0,credito,muito frequente,26.41634153,1.113893262,0.99,514,313,10,51,7,2,0
792,54,basico,mensal,0,credito,muito frequente,10.22127411,2.054473357,0.48,158,122,8,49,9,2,40
793,34,familia premium,anual,2,debito,muito frequente,26.83635875,4.037448383,0.91,329,236,4,80,6,3,1
794,41,premium,mensal,1,debito,poucos,5.750324689,0.785061534,0.32,72,67,3,73,14,14,135
795,42,familia premium,mensal,0,debito,nenhum,6.052412674,1.015723274,0.35,78,60,7,75,12,6,2
796,65,basico,mensal,1,venmo,alguns,25.86339328,0.93836142,0.83,355,266,5,52,6,2,166
797,22,familia premium,anual,1,venmo,poucos,2.344622202,0.243640768,0.65,43,34,3,101,16,8,1
798,86,premium,mensal,2,debito,muito frequente,5.979992045,1.18472699,0.65,106,68,3,24,8,4,31
799,44,familia premium,anual,2,venmo,poucos,22.36984917,3.210796866,0.21,298,167,7,83,8,8,2
800,73,familia premium,anual,1,venmo,muitos,28.17885565,1.663860376,0.9,477,338,5,50,19,10,1
801,84,familia premium,anual,2,debito,alguns,12.55252554,0.190919664,0.28,172,138,6,26,15,15,0
802,42,premium,mensal,0,credito,muitos,27.99900721,0.991887612,0.47,475,405,9,75,13,4,75
803,69,basico,anual,0,debito,nenhum,2.741003374,0.665016828,0.12,41,24,6,33,6,2,57
804,56,familia premium,anual,0,credito,muito frequente,25.02302495,0.621340772,0.15,453,240,6,51,18,18,2
805,83,familia premium,anual,1,debito,nenhum,5.035098033,0.707170099,0.14,67,43,6,14,17,4,1
806,78,familia premium,anual,0,debito,nenhum,18.53733992,1.280219928,0.37,325,223,6,36,5,1,1
807,86,basico,mensal,2,credito,poucos,20.07037749,0.077961412,0.18,391,247,4,13,20,20,86
808,26,premium,mensal,1,venmo,muito frequente,18.77240304,0.113582869,0.14,320,209,5,96,13,4,159
809,47,basico,anual,0,venmo,muitos,29.33088341,0.972774147,0.1,405,235,6,74,15,8,45
810,47,premium,anual,1,credito,muito frequente,21.83981743,3.886173774,0.34,321,219,8,63,19,5,61
811,50,premium,mensal,0,venmo,alguns,20.25435284,0.021139158,0.47,384,233,6,45,13,3,96
812,72,familia premium,mensal,2,debito,nenhum,6.50403966,0.670637888,0.17,83,61,5,44,20,5,1
813,61,basico,anual,0,credito,nenhum,19.99264183,2.009009272,0.17,250,202,8,56,21,11,346
814,61,familia premium,anual,0,venmo,poucos,4.353011491,0.781293055,0.54,53,40,4,55,13,3,1
815,48,premium,mensal,0,credito,alguns,5.694935054,0.830455008,0.37,93,57,7,49,5,2,28
816,43,familia premium,anual,0,debito,nenhum,13.7650916,0.5828573,0.27,241,121,5,68,15,8,0
817,26,estudante,mensal,1,credito,muitos,19.09245882,2.737288501,0.12,232,139,4,104,17,4,131
818,84,premium,anual,2,venmo,poucos,0.308914514,0.114461842,0.06,4,3,0,31,10,5,94
819,56,estudante,anual,0,debito,muitos,8.980796852,1.030758035,0.14,120,107,5,46,9,3,33
820,41,familia premium,mensal,2,credito,alguns,19.85831156,3.190438277,0.49,246,222,4,74,13,3,0
821,47,familia premium,anual,1,credito,poucos,11.91954207,1.74252008,0.47,172,126,7,56,18,9,2
822,85,basico,mensal,1,venmo,poucos,26.75618682,2.438634849,0.47,381,365,5,20,5,2,40
823,20,familia premium,anual,2,credito,poucos,30.09889925,2.245423988,0.2,397,268,7,100,5,5,2
824,20,basico,anual,1,venmo,alguns,4.819248743,0.379145766,0.4,68,53,6,87,10,5,40
825,28,basico,mensal,1,debito,nenhum,12.85898744,1.70160968,0.35,165,159,7,91,19,10,57
826,47,premium,anual,2,credito,alguns,17.83975575,2.16892289,0.78,338,207,7,72,10,3,60
827,75,premium,anual,0,debito,muito frequente,16.78997271,3.043879545,0.92,291,162,6,40,15,4,58
828,71,familia premium,anual,0,credito,poucos,12.51094209,0.211033366,0.02,209,149,5,44,15,5,2
829,21,basico,anual,0,credito,muitos,14.68979559,2.222661519,0.17,235,178,8,84,13,4,52
830,38,familia premium,anual,1,credito,poucos,2.379548228,1.129707807,0.55,34,26,3,60,5,1,0
831,73,familia premium,mensal,2,debito,poucos,24.91113952,0.048092316,0.71,408,284,7,47,10,10,0
832,28,familia premium,anual,2,credito,muitos,19.51188731,1.688736268,0.58,265,164,7,100,6,2,2
833,39,basico,mensal,0,debito,muitos,6.790420216,0.766618218,0.15,82,42,7,83,12,4,93
834,80,premium,anual,0,credito,muito frequente,3.049137745,0.848306748,0.46,45,37,4,35,4,2,135
835,29,basico,anual,2,debito,alguns,20.91895819,2.244242831,0.07,282,148,4,87,18,5,174
836,59,basico,mensal,1,debito,poucos,10.7230592,2.348127668,0.24,213,116,4,55,14,5,192
837,21,estudante,mensal,0,credito,alguns,10.99012934,1.152850851,0.45,147,77,5,82,4,2,94
838,27,basico,anual,0,credito,alguns,3.705087265,0.959048709,0.32,68,51,4,84,13,7,119
839,79,familia premium,anual,1,credito,nenhum,9.836171958,1.706599905,0.5,179,96,4,36,8,8,0
840,83,familia premium,anual,0,debito,poucos,27.86977034,3.804382977,0.23,418,223,6,26,5,3,0
841,43,basico,anual,0,credito,alguns,0.054460796,0.279130722,0.03,1,1,0,69,9,5,76
842,18,familia premium,anual,2,credito,muito frequente,16.66776905,0.806864633,0.14,215,199,6,100,4,4,1
843,85,basico,anual,2,credito,poucos,6.315441675,1.349453037,0.48,100,53,5,28,7,2,181
844,36,premium,anual,2,credito,poucos,11.32414753,0.449751981,0.2,156,132,3,91,9,9,120
845,68,familia premium,anual,1,venmo,nenhum,25.04305328,1.307110654,0.36,310,240,5,45,8,4,2
846,44,familia premium,anual,0,credito,poucos,5.004442856,0.80288046,0.5,66,35,4,72,7,7,2
847,30,familia premium,anual,0,debito,poucos,28.66334514,2.976985131,0.29,505,265,6,82,11,6,0
848,46,basico,anual,0,venmo,poucos,29.92400702,1.599645852,0.03,410,261,9,59,7,2,22
849,79,familia premium,anual,2,debito,nenhum,6.028134035,0.922522857,0.14,93,75,5,47,18,6,2
850,70,familia premium,mensal,2,debito,muitos,12.11537376,0.014106476,0.18,208,142,3,53,10,10,0
851,67,familia premium,mensal,1,credito,nenhum,3.937923606,0.551983536,0.59,61,58,3,40,21,11,2
852,62,familia premium,anual,0,venmo,nenhum,20.71391009,2.255568957,0.06,276,189,6,59,11,6,0
853,54,basico,mensal,2,credito,muito frequente,5.91194467,1.743180935,0.17,86,55,3,66,11,11,150
854,35,familia premium,anual,2,venmo,muito frequente,9.173770593,1.362427821,0.15,116,105,3,66,13,7,1
855,30,basico,anual,1,debito,alguns,21.48305705,1.166562371,0.77,427,225,5,82,17,4,39
856,23,estudante,anual,2,credito,alguns,16.78417988,2.818790272,0.33,242,153,3,95,14,5,69
857,30,estudante,anual,1,debito,poucos,0.331385957,0.035245177,0.43,4,2,1,82,13,7,37
858,74,familia premium,anual,0,credito,muitos,26.22032665,4.251666241,0.58,343,214,9,23,16,4,0
859,84,basico,anual,2,credito,alguns,15.51294913,1.490534851,0.75,194,138,3,15,11,6,46
860,70,familia premium,anual,2,debito,nenhum,6.633661009,0.77547327,0.86,125,107,3,41,11,6,2
861,83,basico,anual,1,venmo,alguns,22.88816352,3.957857147,0.23,345,254,8,35,14,5,58
862,31,estudante,anual,1,credito,nenhum,21.96314348,3.752853397,0.17,403,232,8,95,6,2,148
863,86,premium,anual,1,venmo,muito frequente,0.610003459,0.453714927,0.27,8,7,1,31,11,6,20
864,52,basico,anual,2,venmo,muito frequente,16.73200315,2.916611751,0.3,238,150,6,60,19,5,55
865,28,familia premium,mensal,0,venmo,nenhum,30.19271478,2.998906836,0.24,554,299,10,83,12,3,2
866,29,estudante,anual,0,venmo,nenhum,4.583819399,0.906008773,0.83,74,40,7,86,7,2,77
867,55,familia premium,mensal,0,venmo,poucos,14.24937202,0.655862274,0.02,185,109,5,66,9,5,2
868,86,basico,anual,0,credito,muitos,29.20724965,3.166251486,0.57,399,229,9,22,20,7,166
869,62,familia premium,anual,2,debito,muitos,18.46019934,2.73620986,0.54,330,183,4,70,13,7,2
870,45,premium,anual,1,venmo,muito frequente,0.100483706,0.74131935,0.62,1,1,0,69,14,14,240
871,81,familia premium,anual,1,credito,muitos,23.71345745,3.135838874,0.28,453,287,8,27,9,9,1
872,44,familia premium,anual,0,debito,nenhum,8.834512633,0.996247469,0.91,169,97,8,65,21,7,1
873,32,basico,anual,2,debito,nenhum,22.64683327,3.452389404,0.47,422,416,7,65,19,6,56
874,21,premium,anual,0,venmo,muitos,5.088558055,0.994814342,0.39,93,48,7,83,11,3,72
875,84,premium,mensal,0,credito,alguns,13.00964988,1.669062261,0.37,217,203,5,30,12,4,92
876,38,premium,anual,1,debito,poucos,20.75151589,0.848146315,0.47,268,145,8,81,10,3,100
877,37,familia premium,anual,2,debito,muitos,7.364849077,0.598947309,0.06,122,78,3,82,11,3,2
878,42,basico,anual,2,venmo,nenhum,5.810025923,0.968819551,0.03,116,108,5,69,7,2,60
879,73,familia premium,mensal,0,credito,poucos,18.65458019,0.89210868,0.33,291,185,6,37,9,3,0
880,30,basico,anual,2,venmo,muito frequente,18.5767865,1.644339566,0.54,289,155,4,76,19,10,120
881,57,basico,anual,1,credito,alguns,15.06436237,2.662190838,0.75,241,179,4,69,11,4,56
882,84,premium,anual,2,credito,muito frequente,30.05199187,3.804917615,0.45,406,211,4,33,20,20,23
883,65,familia premium,mensal,1,venmo,alguns,4.438170421,0.548629416,0.62,67,66,3,50,11,3,1
884,79,basico,mensal,1,venmo,nenhum,4.85627678,0.357050795,0.28,65,33,3,24,10,3,28
885,23,familia premium,mensal,2,credito,muito frequente,23.22042644,0.452781943,0.09,437,220,7,97,5,1,2
886,71,premium,mensal,0,debito,nenhum,25.22531146,2.930574272,0.46,348,265,9,44,13,13,105
887,41,basico,anual,0,credito,nenhum,9.530762961,1.587293539,0.98,145,74,8,72,11,11,30
888,64,familia premium,anual,0,credito,alguns,24.01419755,3.271800037,0.41,390,300,9,41,8,4,2
889,49,familia premium,mensal,1,credito,muito frequente,10.51355611,1.038502323,0.41,209,106,4,62,13,3,1
890,75,familia premium,anual,1,debito,poucos,6.524073249,0.857592502,0.09,84,62,4,28,9,5,1
891,45,familia premium,anual,2,venmo,muitos,21.54660935,1.849909903,0.27,390,277,7,71,7,2,2
892,50,familia premium,anual,2,credito,muito frequente,2.233844216,0.468518622,0.98,29,21,2,67,14,14,1
893,46,basico,anual,0,credito,alguns,6.24200223,0.842018824,0.03,86,59,7,81,10,5,81
894,72,familia premium,mensal,0,venmo,nenhum,14.1967141,2.583751854,0.79,220,113,8,32,8,3,1
895,84,basico,mensal,1,credito,alguns,2.427000513,0.886949024,0.04,29,15,3,32,19,6,60
896,84,basico,anual,0,debito,poucos,5.944196627,0.397154006,0.05,80,40,7,33,11,6,107
897,22,basico,mensal,0,credito,muitos,22.4540576,3.270036,0.07,359,207,9,76,7,2,28
898,61,familia premium,anual,0,credito,poucos,10.22954904,0.219982147,0.27,125,83,7,48,15,8,2
899,27,estudante,mensal,0,venmo,alguns,29.25631909,2.392333331,0.18,442,227,9,73,16,4,37
900,35,basico,anual,0,debito,muito frequente,12.8380742,0.517762734,0.33,163,104,5,76,14,5,30
901,67,familia premium,mensal,2,debito,muitos,18.5386762,2.714371286,0.71,318,207,4,43,15,15,1
902,39,basico,mensal,0,credito,poucos,15.9934969,1.800252285,0.94,197,172,8,75,9,5,62
903,81,basico,mensal,1,credito,muitos,24.37429554,2.462913595,0.06,367,237,8,18,12,6,26
904,66,basico,anual,1,credito,nenhum,18.5976274,1.508383676,0.19,227,134,7,63,12,3,62
905,51,basico,anual,2,debito,muito frequente,0.262686421,0.408233908,0.48,4,2,0,62,12,3,43
906,34,estudante,mensal,1,venmo,muito frequente,1.654783041,1.093136896,0.13,21,12,2,87,10,3,40
907,83,premium,mensal,0,credito,nenhum,0.397749026,0.872823873,0.23,5,4,3,17,9,9,111
908,84,familia premium,anual,1,credito,nenhum,10.75294699,0.861580441,0.25,146,81,4,42,9,5,2
909,62,basico,anual,2,credito,nenhum,0.492879946,0.343334828,0.4,8,5,0,62,15,5,91
910,70,familia premium,anual,0,venmo,poucos,15.40040035,1.301149367,0.62,228,163,5,50,8,8,0
911,70,familia premium,anual,0,venmo,muitos,8.015094461,0.767286155,0.73,108,58,5,46,12,3,0
912,65,familia premium,anual,0,credito,muitos,24.34957218,0.970297953,0.18,392,320,6,40,12,12,1
913,62,familia premium,mensal,2,credito,muitos,12.09125728,1.906780114,0.26,195,192,6,72,13,13,1
914,38,familia premium,anual,0,credito,muitos,9.779109746,0.47322373,0.38,189,97,5,71,21,11,1
915,44,basico,mensal,0,debito,alguns,5.666896933,0.66787098,0.37,95,86,7,69,7,2,150
916,69,familia premium,anual,2,credito,alguns,22.35067881,0.619899684,0.38,434,233,4,46,10,5,1
917,26,basico,mensal,0,venmo,nenhum,11.72171125,1.532469928,0.4,202,159,8,95,11,4,115
918,71,familia premium,anual,0,credito,alguns,20.70876169,0.924764914,0.39,402,294,9,40,18,18,2
919,40,familia premium,anual,2,credito,alguns,14.47575459,1.519482772,0.95,244,136,4,82,9,3,1
920,84,basico,anual,2,venmo,poucos,12.9497292,1.724769393,0.37,184,150,6,17,19,19,80
921,31,premium,anual,0,credito,muitos,9.556429826,0.661094479,0.82,122,68,7,79,15,15,26
922,26,basico,anual,0,credito,poucos,18.95071938,3.116379436,0.43,290,149,9,102,10,10,74
